HER100.CF,HER100,Squizzy & Floof,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER100.png,Merchant,Hero,Young
HER101.RF,HER101,Squizzy & Floof,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER101.png,Merchant,Hero,Young
OUT142.NF,OUT142,Stab Wound,3,NF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT142.width-450.png,Assassin,Ninja,Action,Attack
OUT142.RF,OUT142,Stab Wound,3,RF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT142.width-450.png,Assassin,Ninja,Action,Attack
EVR018.CF.1st,EVR018,"Stalagmite, Bastion of Isenloft",,CF,1st,L,,,2,https://storage.googleapis.com/fabmaster/media/images/EVR018.width-450.png,Ice,Guardian,Equipment,Off-Hand
FAB078.GF,FAB078,"Stalagmite, Bastion of Isenloft",,GF,,P,,,2,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB078.png,Ice,Guardian,Equipment,Off-Hand
CRU028.NF.1st,CRU028,Stamp Authority,3,NF,1st,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU028.png,Guardian,Action,Aura
CRU028.RF.1st,CRU028,Stamp Authority,3,RF,1st,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU028.png,Guardian,Action,Aura
CRU028.NF.Unl,CRU028,Stamp Authority,3,NF,Unl,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU028.png,Guardian,Action,Aura
CRU028.RF.Unl,CRU028,Stamp Authority,3,RF,Unl,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU028.png,Guardian,Action,Aura
DTD203.NF,DTD203,Star Struck,2,NF,,M,7,10,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD203.png,Guardian,Action,Attack
DTD203.RF,DTD203,Star Struck,2,RF,,M,7,10,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD203.png,Guardian,Action,Attack
EVO073.NF,EVO073,Stasis Cell,3,NF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO073.png,Mechanologist,Action,Item
EVO073.RF,EVO073,Stasis Cell,3,RF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO073.png,Mechanologist,Action,Item
1HP058.NF,1HP058,Staunch Response,1,NF,,R,2,,7,https://storage.googleapis.com/fabmaster/media/images/1HP058.width-450.png,Guardian,Defense Reaction
WTR051.NF.Alpha,WTR051,Staunch Response,1,NF,Alpha,R,2,,7,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR051.png,Guardian,Defense Reaction
WTR051.RF.Alpha,WTR051,Staunch Response,1,RF,Alpha,R,2,,7,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR051.png,Guardian,Defense Reaction
WTR051.NF.Unl,WTR051,Staunch Response,1,NF,Unl,R,2,,7,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR051.png,Guardian,Defense Reaction
WTR051.RF.Unl,WTR051,Staunch Response,1,RF,Unl,R,2,,7,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR051.png,Guardian,Defense Reaction
1HP059.NF,1HP059,Staunch Response,2,NF,,R,2,,6,https://storage.googleapis.com/fabmaster/media/images/1HP059.width-450.png,Guardian,Defense Reaction
WTR052.NF.Alpha,WTR052,Staunch Response,2,NF,Alpha,R,2,,6,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR052.png,Guardian,Defense Reaction
WTR052.RF.Alpha,WTR052,Staunch Response,2,RF,Alpha,R,2,,6,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR052.png,Guardian,Defense Reaction
WTR052.NF.Unl,WTR052,Staunch Response,2,NF,Unl,R,2,,6,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR052.png,Guardian,Defense Reaction
WTR052.RF.Unl,WTR052,Staunch Response,2,RF,Unl,R,2,,6,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR052.png,Guardian,Defense Reaction
1HP060.NF,1HP060,Staunch Response,3,NF,,R,2,,5,https://storage.googleapis.com/fabmaster/media/images/1HP060.width-450.png,Guardian,Defense Reaction
BVO020.NF,BVO020,Staunch Response,3,NF,,R,2,,5,https://storage.googleapis.com/fabmaster/media/images/BVO20.width-450.png,Guardian,Defense Reaction
WTR053.NF.Alpha,WTR053,Staunch Response,3,NF,Alpha,R,2,,5,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR053.png,Guardian,Defense Reaction
WTR053.RF.Alpha,WTR053,Staunch Response,3,RF,Alpha,R,2,,5,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR053.png,Guardian,Defense Reaction
WTR053.NF.Unl,WTR053,Staunch Response,3,NF,Unl,R,2,,5,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR053.png,Guardian,Defense Reaction
WTR053.RF.Unl,WTR053,Staunch Response,3,RF,Unl,R,2,,5,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR053.png,Guardian,Defense Reaction
EVR033.NF.1st,EVR033,Steadfast,1,NF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR033.width-450.png,Guardian,Instant
EVR033.RF.1st,EVR033,Steadfast,1,RF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR033.width-450.png,Guardian,Instant
EVR034.NF.1st,EVR034,Steadfast,2,NF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR034.width-450.png,Guardian,Instant
EVR034.RF.1st,EVR034,Steadfast,2,RF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR034.width-450.png,Guardian,Instant
EVR035.NF.1st,EVR035,Steadfast,3,NF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR035.width-450.png,Guardian,Instant
EVR035.RF.1st,EVR035,Steadfast,3,RF,1st,C,3,,,https://storage.googleapis.com/fabmaster/media/images/EVR035.width-450.png,Guardian,Instant
EVO077.NF,EVO077,Steam Canister,3,NF,,R,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO077.png,Mechanologist,Action,Item
EVO077.RF,EVO077,Steam Canister,3,RF,,R,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO077.png,Mechanologist,Action,Item
EVO060.NF,EVO060,Steel Street Enforcement,3,NF,,M,,,1,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO060.png,Mechanologist,Block
EVO060.RF,EVO060,Steel Street Enforcement,3,RF,,M,,,1,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO060.png,Mechanologist,Block
EVO141.NF,EVO141,Steel Street Hoons,3,NF,,M,3,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO141.png,Mechanologist,Action,Attack
EVO141.RF,EVO141,Steel Street Hoons,3,RF,,M,3,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO141.png,Mechanologist,Action,Attack
1HP156.NF,1HP156,Steelblade Shunt,1,NF,,R,1,,6,https://storage.googleapis.com/fabmaster/media/images/1HP156.width-450.png,Warrior,Defense Reaction
TEA011.NF,TEA011,Steelblade Shunt,1,NF,,R,1,,6,https://storage.googleapis.com/fabmaster/media/images/TEA11.width-450.png,Warrior,Defense Reaction
WTR126.NF.Alpha,WTR126,Steelblade Shunt,1,NF,Alpha,R,1,,6,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR126.png,Warrior,Defense Reaction
WTR126.RF.Alpha,WTR126,Steelblade Shunt,1,RF,Alpha,R,1,,6,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR126.png,Warrior,Defense Reaction
WTR126.NF.Unl,WTR126,Steelblade Shunt,1,NF,Unl,R,1,,6,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR126.png,Warrior,Defense Reaction
WTR126.RF.Unl,WTR126,Steelblade Shunt,1,RF,Unl,R,1,,6,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR126.png,Warrior,Defense Reaction
1HP157.NF,1HP157,Steelblade Shunt,2,NF,,R,1,,5,https://storage.googleapis.com/fabmaster/media/images/1HP157.width-450.png,Warrior,Defense Reaction
WTR127.NF.Alpha,WTR127,Steelblade Shunt,2,NF,Alpha,R,1,,5,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR127.png,Warrior,Defense Reaction
WTR127.RF.Alpha,WTR127,Steelblade Shunt,2,RF,Alpha,R,1,,5,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR127.png,Warrior,Defense Reaction
WTR127.NF.Unl,WTR127,Steelblade Shunt,2,NF,Unl,R,1,,5,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR127.png,Warrior,Defense Reaction
WTR127.RF.Unl,WTR127,Steelblade Shunt,2,RF,Unl,R,1,,5,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR127.png,Warrior,Defense Reaction
1HP158.NF,1HP158,Steelblade Shunt,3,NF,,R,1,,4,https://storage.googleapis.com/fabmaster/media/images/1HP158.width-450.png,Warrior,Defense Reaction
WTR128.NF.Alpha,WTR128,Steelblade Shunt,3,NF,Alpha,R,1,,4,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR128.png,Warrior,Defense Reaction
WTR128.RF.Alpha,WTR128,Steelblade Shunt,3,RF,Alpha,R,1,,4,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR128.png,Warrior,Defense Reaction
WTR128.NF.Unl,WTR128,Steelblade Shunt,3,NF,Unl,R,1,,4,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR128.png,Warrior,Defense Reaction
WTR128.RF.Unl,WTR128,Steelblade Shunt,3,RF,Unl,R,1,,4,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR128.png,Warrior,Defense Reaction
1HP152.NF,1HP152,Steelblade Supremacy,1,NF,,M,1,,3,https://storage.googleapis.com/fabmaster/media/images/1HP152.width-450.png,Warrior,Action
WTR119.NF.Alpha,WTR119,Steelblade Supremacy,1,NF,Alpha,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR119.png,Warrior,Action
WTR119.RF.Alpha,WTR119,Steelblade Supremacy,1,RF,Alpha,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR119.png,Warrior,Action
WTR119.NF.Unl,WTR119,Steelblade Supremacy,1,NF,Unl,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR119.png,Warrior,Action
WTR119.RF.Unl,WTR119,Steelblade Supremacy,1,RF,Unl,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR119.png,Warrior,Action
DYN027.NF,DYN027,Steelbraid Buckler,,NF,,R,,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN027.png,Guardian,Equipment,Off-Hand
DYN027.RF,DYN027,Steelbraid Buckler,,RF,,R,,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN027.png,Guardian,Equipment,Off-Hand
DYN027.CF,DYN027,Steelbraid Buckler,,CF,,R,,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN027.png,Guardian,Equipment,Off-Hand
ELE226.NF.1st,ELE226,Sting of Sorcery,3,NF,1st,M,0,,2,https://storage.googleapis.com/fabmaster/media/images/ELE226.width-450.png,Runeblade,Action,Aura
ELE226.RF.1st,ELE226,Sting of Sorcery,3,RF,1st,M,0,,2,https://storage.googleapis.com/fabmaster/media/images/ELE226.width-450.png,Runeblade,Action,Aura
ELE226.NF.Unl,ELE226,Sting of Sorcery,3,NF,Unl,M,0,,2,https://storage.googleapis.com/fabmaster/media/images/U-ELE226.width-450.png,Runeblade,Action,Aura
ELE226.RF.Unl,ELE226,Sting of Sorcery,3,RF,Unl,M,0,,2,https://storage.googleapis.com/fabmaster/media/images/U-ELE226.width-450.png,Runeblade,Action,Aura
1HP320.NF,1HP320,Stir the Aetherwinds,1,NF,,R,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP320.width-450.png,Wizard,Action
ARC129.NF.1st,ARC129,Stir the Aetherwinds,1,NF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC129.png,Wizard,Action
ARC129.RF.1st,ARC129,Stir the Aetherwinds,1,RF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC129.png,Wizard,Action
ARC129.NF.Unl,ARC129,Stir the Aetherwinds,1,NF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC129.png,Wizard,Action
ARC129.RF.Unl,ARC129,Stir the Aetherwinds,1,RF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC129.png,Wizard,Action
1HP321.NF,1HP321,Stir the Aetherwinds,2,NF,,R,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP321.width-450.png,Wizard,Action
ARC130.NF.1st,ARC130,Stir the Aetherwinds,2,NF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC130.png,Wizard,Action
ARC130.RF.1st,ARC130,Stir the Aetherwinds,2,RF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC130.png,Wizard,Action
ARC130.NF.Unl,ARC130,Stir the Aetherwinds,2,NF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC130.png,Wizard,Action
ARC130.RF.Unl,ARC130,Stir the Aetherwinds,2,RF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC130.png,Wizard,Action
1HP322.NF,1HP322,Stir the Aetherwinds,3,NF,,R,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP322.width-450.png,Wizard,Action
ARC131.NF.1st,ARC131,Stir the Aetherwinds,3,NF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC131.png,Wizard,Action
ARC131.RF.1st,ARC131,Stir the Aetherwinds,3,RF,1st,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC131.png,Wizard,Action
ARC131.NF.Unl,ARC131,Stir the Aetherwinds,3,NF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC131.png,Wizard,Action
ARC131.RF.Unl,ARC131,Stir the Aetherwinds,3,RF,Unl,R,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC131.png,Wizard,Action
BRI011.NF,BRI011,Stir the Wildwood,1,NF,,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/BRi0111.width-450.png,Elemental,Runeblade,Action,Attack
ELE082.NF.1st,ELE082,Stir the Wildwood,1,NF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/ELE082.width-450.png,Elemental,Runeblade,Action,Attack
ELE082.RF.1st,ELE082,Stir the Wildwood,1,RF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/ELE082.width-450.png,Elemental,Runeblade,Action,Attack
ELE082.NF.Unl,ELE082,Stir the Wildwood,1,NF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE082.width-450.png,Elemental,Runeblade,Action,Attack
ELE082.RF.Unl,ELE082,Stir the Wildwood,1,RF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE082.width-450.png,Elemental,Runeblade,Action,Attack
FAB047.RF,FAB047,Stir the Wildwood,1,RF,,P,2,5,3,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB047.png,Elemental,Runeblade,Action,Attack
BRI013.NF,BRI013,Stir the Wildwood,2,NF,,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/BRI013.width-450.png,Elemental,Runeblade,Action,Attack
ELE083.NF.1st,ELE083,Stir the Wildwood,2,NF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/ELE083.width-450.png,Elemental,Runeblade,Action,Attack
ELE083.RF.1st,ELE083,Stir the Wildwood,2,RF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/ELE083.width-450.png,Elemental,Runeblade,Action,Attack
ELE083.NF.Unl,ELE083,Stir the Wildwood,2,NF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE083.width-450.png,Elemental,Runeblade,Action,Attack
ELE083.RF.Unl,ELE083,Stir the Wildwood,2,RF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE083.width-450.png,Elemental,Runeblade,Action,Attack
ELE084.NF.1st,ELE084,Stir the Wildwood,3,NF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/ELE084.width-450.png,Elemental,Runeblade,Action,Attack
ELE084.RF.1st,ELE084,Stir the Wildwood,3,RF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/ELE084.width-450.png,Elemental,Runeblade,Action,Attack
ELE084.NF.Unl,ELE084,Stir the Wildwood,3,NF,Unl,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE084.width-450.png,Elemental,Runeblade,Action,Attack
ELE084.RF.Unl,ELE084,Stir the Wildwood,3,RF,Unl,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE084.width-450.png,Elemental,Runeblade,Action,Attack
FAI014.NF,FAI014,Stoke the Flames,1,NF,,C,1,4,3,,Draconic,Action,Attack
UPR100.NF,UPR100,Stoke the Flames,1,NF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR100.png,Draconic,Action,Attack
UPR100.RF,UPR100,Stoke the Flames,1,RF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR100.png,Draconic,Action,Attack
UPR100.RF,UPR100,Stoke the Flames,1,RF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR100_EA.png,Draconic,Action,Attack
1HP082.NF,1HP082,Stonewall Confidence,1,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP082.width-450.png,Guardian,Action,Aura
WTR072.NF.Alpha,WTR072,Stonewall Confidence,1,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR072.png,Guardian,Action,Aura
WTR072.RF.Alpha,WTR072,Stonewall Confidence,1,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR072.png,Guardian,Action,Aura
WTR072.NF.Unl,WTR072,Stonewall Confidence,1,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR072.png,Guardian,Action,Aura
WTR072.RF.Unl,WTR072,Stonewall Confidence,1,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR072.png,Guardian,Action,Aura
1HP083.NF,1HP083,Stonewall Confidence,2,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP083.width-450.png,Guardian,Action,Aura
WTR073.NF.Alpha,WTR073,Stonewall Confidence,2,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR073.png,Guardian,Action,Aura
WTR073.RF.Alpha,WTR073,Stonewall Confidence,2,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR073.png,Guardian,Action,Aura
WTR073.NF.Unl,WTR073,Stonewall Confidence,2,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR073.png,Guardian,Action,Aura
WTR073.RF.Unl,WTR073,Stonewall Confidence,2,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR073.png,Guardian,Action,Aura
1HP084.NF,1HP084,Stonewall Confidence,3,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP084.width-450.png,Guardian,Action,Aura
BVO022.NF,BVO022,Stonewall Confidence,3,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/BVO22.width-450.png,Guardian,Action,Aura
WTR074.NF.Alpha,WTR074,Stonewall Confidence,3,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR074.png,Guardian,Action,Aura
WTR074.RF.Alpha,WTR074,Stonewall Confidence,3,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR074.png,Guardian,Action,Aura
WTR074.NF.Unl,WTR074,Stonewall Confidence,3,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR074.png,Guardian,Action,Aura
WTR074.RF.Unl,WTR074,Stonewall Confidence,3,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR074.png,Guardian,Action,Aura
MON284.NF.1st,MON284,Stony Woottonhog,1,NF,1st,C,2,6,2,https://storage.googleapis.com/fabmaster/media/images/MON284.width-450.png,Generic,Action,Attack
MON284.RF.1st,MON284,Stony Woottonhog,1,RF,1st,C,2,6,2,https://storage.googleapis.com/fabmaster/media/images/MON284.width-450.png,Generic,Action,Attack
MON284.NF.Unl,MON284,Stony Woottonhog,1,NF,Unl,C,2,6,2,https://storage.googleapis.com/fabmaster/media/images/U-MON284.width-450.png,Generic,Action,Attack
MON284.RF.Unl,MON284,Stony Woottonhog,1,RF,Unl,C,2,6,2,https://storage.googleapis.com/fabmaster/media/images/U-MON284.width-450.png,Generic,Action,Attack
MON285.NF.1st,MON285,Stony Woottonhog,2,NF,1st,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/MON285.width-450.png,Generic,Action,Attack
MON285.RF.1st,MON285,Stony Woottonhog,2,RF,1st,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/MON285.width-450.png,Generic,Action,Attack
MON285.NF.Unl,MON285,Stony Woottonhog,2,NF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/U-MON285.width-450.png,Generic,Action,Attack
MON285.RF.Unl,MON285,Stony Woottonhog,2,RF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/U-MON285.width-450.png,Generic,Action,Attack
MON286.NF.1st,MON286,Stony Woottonhog,3,NF,1st,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/MON286.width-450.png,Generic,Action,Attack
MON286.RF.1st,MON286,Stony Woottonhog,3,RF,1st,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/MON286.width-450.png,Generic,Action,Attack
MON286.NF.Unl,MON286,Stony Woottonhog,3,NF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/U-MON286.width-450.png,Generic,Action,Attack
MON286.RF.Unl,MON286,Stony Woottonhog,3,RF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/U-MON286.width-450.png,Generic,Action,Attack
1HP305.NF,1HP305,Storm Striders,,NF,,L,,,0,https://storage.googleapis.com/fabmaster/media/images/1HP305.width-450.png,Wizard,Equipment,Legs
ARC116.CF.1st,ARC116,Storm Striders,,CF,1st,L,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC116.png,Wizard,Equipment,Legs
ARC116.RF.Unl,ARC116,Storm Striders,,RF,Unl,L,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC116.png,Wizard,Equipment,Legs
FAB011.GF,FAB011,Storm Striders,,GF,,P,,,0,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB011.png,Wizard,Equipment,Legs
DRO004.NF,DRO004,Storm of Sandikai,,NF,,C,,,,https://storage.googleapis.com/fabmaster/media/images/DRO004.width-450.png,Draconic,Illusionist,Weapon,Scepter,2H
LGS107.CF,LGS107,Storm of Sandikai,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS107.png,Draconic,Illusionist,Weapon,Scepter,2H
UPR003.NF,UPR003,Storm of Sandikai,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR003.png,Draconic,Illusionist,Weapon,Scepter,2H
UPR200.NF,UPR200,Strategic Planning,1,NF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR200.png,Generic,Action
UPR200.RF,UPR200,Strategic Planning,1,RF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR200.png,Generic,Action
UPR201.NF,UPR201,Strategic Planning,2,NF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR201.png,Generic,Action
UPR201.RF,UPR201,Strategic Planning,2,RF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR201.png,Generic,Action
UPR202.NF,UPR202,Strategic Planning,3,NF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR202.png,Generic,Action
UPR202.RF,UPR202,Strategic Planning,3,RF,,R,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR202.png,Generic,Action
ELE028.NF.1st,ELE028,Strength of Sequoia,1,NF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE028.width-450.png,Elemental,Guardian,Action,Aura
ELE028.RF.1st,ELE028,Strength of Sequoia,1,RF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE028.width-450.png,Elemental,Guardian,Action,Aura
ELE028.NF.Unl,ELE028,Strength of Sequoia,1,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE028.width-450.png,Elemental,Guardian,Action,Aura
ELE028.RF.Unl,ELE028,Strength of Sequoia,1,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE028.width-450.png,Elemental,Guardian,Action,Aura
LGS078.RF,LGS078,Strength of Sequoia,1,RF,,P,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS078.png,Elemental,Guardian,Action,Aura
OLD020.NF,OLD020,Strength of Sequoia,1,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/OLD020.width-450.png,Elemental,Guardian,Action,Aura
ELE029.NF.1st,ELE029,Strength of Sequoia,2,NF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE029.width-450.png,Elemental,Guardian,Action,Aura
ELE029.RF.1st,ELE029,Strength of Sequoia,2,RF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE029.width-450.png,Elemental,Guardian,Action,Aura
ELE029.NF.Unl,ELE029,Strength of Sequoia,2,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE029.width-450.png,Elemental,Guardian,Action,Aura
ELE029.RF.Unl,ELE029,Strength of Sequoia,2,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE029.width-450.png,Elemental,Guardian,Action,Aura
ELE030.NF.1st,ELE030,Strength of Sequoia,3,NF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE030.width-450.png,Elemental,Guardian,Action,Aura
